|dates|Bucks_Pennsylvania_UnitedStates.JHU_ConfirmedCases.data|Bucks_Pennsylvania_UnitedStates.JHU_ConfirmedCases.missing|Bucks_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.data|Bucks_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.missing|Bucks_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.data|Bucks_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|4930.0|0|473.0|0|0.0|0
0|2020-05-28|4930.0|0|473.0|0|0.0|0
0|2020-05-29|4930.0|0|473.0|0|0.0|0
0|2020-05-30|4930.0|0|473.0|0|0.0|0
