|dates|Hillsborough_Florida_UnitedStates.JHU_ConfirmedCases.data|Hillsborough_Florida_UnitedStates.JHU_ConfirmedCases.missing|Hillsborough_Florida_UnitedStates.JHU_ConfirmedDeaths.data|Hillsborough_Florida_UnitedStates.JHU_ConfirmedDeaths.missing|Hillsborough_Florida_UnitedStates.JHU_ConfirmedRecoveries.data|Hillsborough_Florida_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|1530.0|0|46.0|0|0.0|0
0|2020-05-15|1568.0|0|47.0|0|0.0|0
0|2020-05-16|1568.0|0|47.0|0|0.0|0
