|dates|Luzerne_Pennsylvania_UnitedStates.JHU_ConfirmedCases.data|Luzerne_Pennsylvania_UnitedStates.JHU_ConfirmedCases.missing|Luzerne_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.data|Luzerne_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.missing|Luzerne_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.data|Luzerne_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|2677.0|0|138.0|0|0.0|0
0|2020-05-28|2677.0|0|138.0|0|0.0|0
0|2020-05-29|2677.0|0|138.0|0|0.0|0
0|2020-05-30|2677.0|0|138.0|0|0.0|0
