|dates|Harris_Georgia_UnitedStates.JHU_ConfirmedCases.data|Harris_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Harris_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Harris_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Harris_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Harris_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|74.0|0|3.0|0|0.0|0
0|2020-05-18|74.0|0|3.0|0|0.0|0
0|2020-05-19|74.0|0|3.0|0|0.0|0
0|2020-05-20|75.0|0|4.0|0|0.0|0
0|2020-05-21|78.0|0|4.0|0|0.0|0
0|2020-05-22|79.0|0|4.0|0|0.0|0
0|2020-05-23|79.0|0|4.0|0|0.0|0
