|dates|Butler_Pennsylvania_UnitedStates.JHU_ConfirmedCases.data|Butler_Pennsylvania_UnitedStates.JHU_ConfirmedCases.missing|Butler_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.data|Butler_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.missing|Butler_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.data|Butler_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|203.0|0|6.0|0|0.0|0
0|2020-05-18|203.0|0|12.0|0|0.0|0
0|2020-05-19|206.0|0|12.0|0|0.0|0
0|2020-05-20|208.0|0|12.0|0|0.0|0
0|2020-05-21|209.0|0|12.0|0|0.0|0
0|2020-05-22|209.0|0|12.0|0|0.0|0
0|2020-05-23|209.0|0|12.0|0|0.0|0
