|dates|Cumberland_Pennsylvania_UnitedStates.JHU_ConfirmedCases.data|Cumberland_Pennsylvania_UnitedStates.JHU_ConfirmedCases.missing|Cumberland_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.data|Cumberland_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.missing|Cumberland_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.data|Cumberland_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|522.0|0|48.0|0|0.0|0
0|2020-05-18|525.0|0|41.0|0|0.0|0
0|2020-05-19|540.0|0|42.0|0|0.0|0
0|2020-05-20|545.0|0|43.0|0|0.0|0
0|2020-05-21|565.0|0|43.0|0|0.0|0
0|2020-05-22|572.0|0|43.0|0|0.0|0
0|2020-05-23|572.0|0|43.0|0|0.0|0
