|dates|Finney_Kansas_UnitedStates.JHU_ConfirmedCases.data|Finney_Kansas_UnitedStates.JHU_ConfirmedCases.missing|Finney_Kansas_UnitedStates.JHU_ConfirmedDeaths.data|Finney_Kansas_UnitedStates.JHU_ConfirmedDeaths.missing|Finney_Kansas_UnitedStates.JHU_ConfirmedRecoveries.data|Finney_Kansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|1234.0|0|5.0|0|0.0|0
0|2020-05-18|1316.0|0|6.0|0|0.0|0
0|2020-05-19|1331.0|0|6.0|0|0.0|0
0|2020-05-20|1363.0|0|6.0|0|0.0|0
0|2020-05-21|1398.0|0|6.0|0|0.0|0
0|2020-05-22|1418.0|0|6.0|0|0.0|0
0|2020-05-23|1418.0|0|6.0|0|0.0|0
