|dates|OutofDC_DistrictofColumbia_UnitedStates.JHU_ConfirmedCases.data|OutofDC_DistrictofColumbia_UnitedStates.JHU_ConfirmedCases.missing|OutofDC_DistrictofColumbia_UnitedStates.JHU_ConfirmedDeaths.data|OutofDC_DistrictofColumbia_UnitedStates.JHU_ConfirmedDeaths.missing|OutofDC_DistrictofColumbia_UnitedStates.JHU_ConfirmedRecoveries.data|OutofDC_DistrictofColumbia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|0.0|0|0.0|0|0.0|0
0|2020-05-28|0.0|0|0.0|0|0.0|0
0|2020-05-29|0.0|0|0.0|0|0.0|0
0|2020-05-30|0.0|0|0.0|0|0.0|0
