|dates|Scott_Iowa_UnitedStates.JHU_ConfirmedCases.data|Scott_Iowa_UnitedStates.JHU_ConfirmedCases.missing|Scott_Iowa_UnitedStates.JHU_ConfirmedDeaths.data|Scott_Iowa_UnitedStates.JHU_ConfirmedDeaths.missing|Scott_Iowa_UnitedStates.JHU_ConfirmedRecoveries.data|Scott_Iowa_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|307.0|0|8.0|0|0.0|0
0|2020-05-18|309.0|0|8.0|0|0.0|0
0|2020-05-19|309.0|0|8.0|0|0.0|0
0|2020-05-20|313.0|0|8.0|0|0.0|0
0|2020-05-21|323.0|0|8.0|0|0.0|0
0|2020-05-22|329.0|0|9.0|0|0.0|0
0|2020-05-23|329.0|0|9.0|0|0.0|0
