|dates|OutofAK_Alaska_UnitedStates.JHU_ConfirmedCases.data|OutofAK_Alaska_UnitedStates.JHU_ConfirmedCases.missing|OutofAK_Alaska_UnitedStates.JHU_ConfirmedDeaths.data|OutofAK_Alaska_UnitedStates.JHU_ConfirmedDeaths.missing|OutofAK_Alaska_UnitedStates.JHU_ConfirmedRecoveries.data|OutofAK_Alaska_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|0.0|0|0.0|0|0.0|0
0|2020-05-28|0.0|0|0.0|0|0.0|0
0|2020-05-29|0.0|0|0.0|0|0.0|0
0|2020-05-30|0.0|0|0.0|0|0.0|0
