|dates|Curry_NewMexico_UnitedStates.JHU_ConfirmedCases.data|Curry_NewMexico_UnitedStates.JHU_ConfirmedCases.missing|Curry_NewMexico_UnitedStates.JHU_ConfirmedDeaths.data|Curry_NewMexico_UnitedStates.JHU_ConfirmedDeaths.missing|Curry_NewMexico_UnitedStates.JHU_ConfirmedRecoveries.data|Curry_NewMexico_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|50.0|0|0.0|0|0.0|0
0|2020-05-28|50.0|0|0.0|0|0.0|0
0|2020-05-29|50.0|0|0.0|0|0.0|0
0|2020-05-30|50.0|0|0.0|0|0.0|0
