|dates|Washoe_Nevada_UnitedStates.JHU_ConfirmedCases.data|Washoe_Nevada_UnitedStates.JHU_ConfirmedCases.missing|Washoe_Nevada_UnitedStates.JHU_ConfirmedDeaths.data|Washoe_Nevada_UnitedStates.JHU_ConfirmedDeaths.missing|Washoe_Nevada_UnitedStates.JHU_ConfirmedRecoveries.data|Washoe_Nevada_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|1378.0|0|48.0|0|0.0|0
0|2020-05-25|1405.0|0|54.0|0|0.0|0
0|2020-05-26|1405.0|0|54.0|0|0.0|0
