|dates|Major_Oklahoma_UnitedStates.JHU_ConfirmedCases.data|Major_Oklahoma_UnitedStates.JHU_ConfirmedCases.missing|Major_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.data|Major_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.missing|Major_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.data|Major_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|6.0|0|1.0|0|0.0|0
0|2020-05-25|6.0|0|1.0|0|0.0|0
0|2020-05-26|6.0|0|1.0|0|0.0|0
