|dates|Harford_Maryland_UnitedStates.JHU_ConfirmedCases.data|Harford_Maryland_UnitedStates.JHU_ConfirmedCases.missing|Harford_Maryland_UnitedStates.JHU_ConfirmedDeaths.data|Harford_Maryland_UnitedStates.JHU_ConfirmedDeaths.missing|Harford_Maryland_UnitedStates.JHU_ConfirmedRecoveries.data|Harford_Maryland_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|687.0|0|34.0|0|0.0|0
0|2020-05-18|695.0|0|34.0|0|0.0|0
0|2020-05-19|709.0|0|35.0|0|0.0|0
0|2020-05-20|721.0|0|39.0|0|0.0|0
0|2020-05-21|737.0|0|40.0|0|0.0|0
0|2020-05-22|746.0|0|46.0|0|0.0|0
0|2020-05-23|746.0|0|46.0|0|0.0|0
