|dates|Randolph_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Randolph_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Randolph_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Randolph_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Randolph_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Randolph_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|567.0|0|9.0|0|0.0|0
0|2020-05-25|601.0|0|10.0|0|0.0|0
0|2020-05-26|601.0|0|10.0|0|0.0|0
