|dates|Cayuga_NewYork_UnitedStates.JHU_ConfirmedCases.data|Cayuga_NewYork_UnitedStates.JHU_ConfirmedCases.missing|Cayuga_NewYork_UnitedStates.JHU_ConfirmedDeaths.data|Cayuga_NewYork_UnitedStates.JHU_ConfirmedDeaths.missing|Cayuga_NewYork_UnitedStates.JHU_ConfirmedRecoveries.data|Cayuga_NewYork_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|80.0|0|1.0|0|0.0|0
0|2020-05-28|80.0|0|1.0|0|0.0|0
0|2020-05-29|80.0|0|1.0|0|0.0|0
0|2020-05-30|80.0|0|1.0|0|0.0|0
