|dates|Floyd_Georgia_UnitedStates.JHU_ConfirmedCases.data|Floyd_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Floyd_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Floyd_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Floyd_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Floyd_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|180.0|0|13.0|0|0.0|0
0|2020-05-18|187.0|0|13.0|0|0.0|0
0|2020-05-19|195.0|0|13.0|0|0.0|0
0|2020-05-20|208.0|0|13.0|0|0.0|0
0|2020-05-21|218.0|0|13.0|0|0.0|0
0|2020-05-22|224.0|0|14.0|0|0.0|0
0|2020-05-23|224.0|0|14.0|0|0.0|0
