|dates|Saline_Arkansas_UnitedStates.JHU_ConfirmedCases.data|Saline_Arkansas_UnitedStates.JHU_ConfirmedCases.missing|Saline_Arkansas_UnitedStates.JHU_ConfirmedDeaths.data|Saline_Arkansas_UnitedStates.JHU_ConfirmedDeaths.missing|Saline_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.data|Saline_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|99.0|0|1.0|0|0.0|0
0|2020-05-28|99.0|0|1.0|0|0.0|0
0|2020-05-29|99.0|0|1.0|0|0.0|0
0|2020-05-30|99.0|0|1.0|0|0.0|0
