|dates|Jefferson_Arkansas_UnitedStates.JHU_ConfirmedCases.data|Jefferson_Arkansas_UnitedStates.JHU_ConfirmedCases.missing|Jefferson_Arkansas_UnitedStates.JHU_ConfirmedDeaths.data|Jefferson_Arkansas_UnitedStates.JHU_ConfirmedDeaths.missing|Jefferson_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.data|Jefferson_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|300.0|0|19.0|0|0.0|0
0|2020-05-15|310.0|0|19.0|0|0.0|0
0|2020-05-16|310.0|0|19.0|0|0.0|0
