|dates|RoanokeCity_Virginia_UnitedStates.JHU_ConfirmedCases.data|RoanokeCity_Virginia_UnitedStates.JHU_ConfirmedCases.missing|RoanokeCity_Virginia_UnitedStates.JHU_ConfirmedDeaths.data|RoanokeCity_Virginia_UnitedStates.JHU_ConfirmedDeaths.missing|RoanokeCity_Virginia_UnitedStates.JHU_ConfirmedRecoveries.data|RoanokeCity_Virginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|120.0|0|8.0|0|0.0|0
0|2020-05-18|128.0|0|8.0|0|0.0|0
0|2020-05-19|135.0|0|8.0|0|0.0|0
0|2020-05-20|135.0|0|8.0|0|0.0|0
0|2020-05-21|135.0|0|8.0|0|0.0|0
0|2020-05-22|140.0|0|9.0|0|0.0|0
0|2020-05-23|140.0|0|9.0|0|0.0|0
