|dates|McLeod_Minnesota_UnitedStates.JHU_ConfirmedCases.data|McLeod_Minnesota_UnitedStates.JHU_ConfirmedCases.missing|McLeod_Minnesota_UnitedStates.JHU_ConfirmedDeaths.data|McLeod_Minnesota_UnitedStates.JHU_ConfirmedDeaths.missing|McLeod_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.data|McLeod_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|26.0|0|0.0|0|0.0|0
0|2020-05-25|27.0|0|0.0|0|0.0|0
0|2020-05-26|27.0|0|0.0|0|0.0|0
