|dates|Pulaski_Illinois_UnitedStates.JHU_ConfirmedCases.data|Pulaski_Illinois_UnitedStates.JHU_ConfirmedCases.missing|Pulaski_Illinois_UnitedStates.JHU_ConfirmedDeaths.data|Pulaski_Illinois_UnitedStates.JHU_ConfirmedDeaths.missing|Pulaski_Illinois_UnitedStates.JHU_ConfirmedRecoveries.data|Pulaski_Illinois_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|41.0|0|0.0|0|0.0|0
0|2020-05-28|41.0|0|0.0|0|0.0|0
0|2020-05-29|41.0|0|0.0|0|0.0|0
0|2020-05-30|41.0|0|0.0|0|0.0|0
