|dates|NewLondon_Connecticut_UnitedStates.JHU_ConfirmedCases.data|NewLondon_Connecticut_UnitedStates.JHU_ConfirmedCases.missing|NewLondon_Connecticut_UnitedStates.JHU_ConfirmedDeaths.data|NewLondon_Connecticut_UnitedStates.JHU_ConfirmedDeaths.missing|NewLondon_Connecticut_UnitedStates.JHU_ConfirmedRecoveries.data|NewLondon_Connecticut_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|1046.0|0|74.0|0|0.0|0
0|2020-05-25|1043.0|0|78.0|0|0.0|0
0|2020-05-26|1043.0|0|78.0|0|0.0|0
