|dates|Hunt_Texas_UnitedStates.JHU_ConfirmedCases.data|Hunt_Texas_UnitedStates.JHU_ConfirmedCases.missing|Hunt_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Hunt_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Hunt_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Hunt_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|58.0|0|3.0|0|0.0|0
0|2020-05-15|66.0|0|3.0|0|0.0|0
0|2020-05-16|66.0|0|3.0|0|0.0|0
