|dates|Brown_Texas_UnitedStates.JHU_ConfirmedCases.data|Brown_Texas_UnitedStates.JHU_ConfirmedCases.missing|Brown_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Brown_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Brown_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Brown_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|56.0|0|8.0|0|0.0|0
0|2020-05-25|56.0|0|8.0|0|0.0|0
0|2020-05-26|56.0|0|8.0|0|0.0|0
