|dates|Banks_Georgia_UnitedStates.JHU_ConfirmedCases.data|Banks_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Banks_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Banks_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Banks_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Banks_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|88.0|0|0.0|0|0.0|0
0|2020-05-28|88.0|0|0.0|0|0.0|0
0|2020-05-29|88.0|0|0.0|0|0.0|0
0|2020-05-30|88.0|0|0.0|0|0.0|0
