|dates|Phillips_Colorado_UnitedStates.JHU_ConfirmedCases.data|Phillips_Colorado_UnitedStates.JHU_ConfirmedCases.missing|Phillips_Colorado_UnitedStates.JHU_ConfirmedDeaths.data|Phillips_Colorado_UnitedStates.JHU_ConfirmedDeaths.missing|Phillips_Colorado_UnitedStates.JHU_ConfirmedRecoveries.data|Phillips_Colorado_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|12.0|0|0.0|0|0.0|0
0|2020-05-25|12.0|0|0.0|0|0.0|0
0|2020-05-26|12.0|0|0.0|0|0.0|0
