|dates|Jackson_WestVirginia_UnitedStates.JHU_ConfirmedCases.data|Jackson_WestVirginia_UnitedStates.JHU_ConfirmedCases.missing|Jackson_WestVirginia_UnitedStates.JHU_ConfirmedDeaths.data|Jackson_WestVirginia_UnitedStates.JHU_ConfirmedDeaths.missing|Jackson_WestVirginia_UnitedStates.JHU_ConfirmedRecoveries.data|Jackson_WestVirginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|135.0|0|18.0|0|0.0|0
0|2020-05-28|135.0|0|18.0|0|0.0|0
0|2020-05-29|135.0|0|18.0|0|0.0|0
0|2020-05-30|135.0|0|18.0|0|0.0|0
