|dates|Lake_Tennessee_UnitedStates.JHU_ConfirmedCases.data|Lake_Tennessee_UnitedStates.JHU_ConfirmedCases.missing|Lake_Tennessee_UnitedStates.JHU_ConfirmedDeaths.data|Lake_Tennessee_UnitedStates.JHU_ConfirmedDeaths.missing|Lake_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.data|Lake_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|404.0|0|0.0|0|0.0|0
0|2020-05-18|404.0|0|0.0|0|0.0|0
0|2020-05-19|403.0|0|0.0|0|0.0|0
0|2020-05-20|403.0|0|0.0|0|0.0|0
0|2020-05-21|403.0|0|0.0|0|0.0|0
0|2020-05-22|406.0|0|0.0|0|0.0|0
0|2020-05-23|406.0|0|0.0|0|0.0|0
