|dates|Jefferson_Florida_UnitedStates.JHU_ConfirmedCases.data|Jefferson_Florida_UnitedStates.JHU_ConfirmedCases.missing|Jefferson_Florida_UnitedStates.JHU_ConfirmedDeaths.data|Jefferson_Florida_UnitedStates.JHU_ConfirmedDeaths.missing|Jefferson_Florida_UnitedStates.JHU_ConfirmedRecoveries.data|Jefferson_Florida_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|29.0|0|3.0|0|0.0|0
0|2020-05-28|29.0|0|3.0|0|0.0|0
0|2020-05-29|29.0|0|3.0|0|0.0|0
0|2020-05-30|29.0|0|3.0|0|0.0|0
