|dates|Kent_Delaware_UnitedStates.JHU_ConfirmedCases.data|Kent_Delaware_UnitedStates.JHU_ConfirmedCases.missing|Kent_Delaware_UnitedStates.JHU_ConfirmedDeaths.data|Kent_Delaware_UnitedStates.JHU_ConfirmedDeaths.missing|Kent_Delaware_UnitedStates.JHU_ConfirmedRecoveries.data|Kent_Delaware_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|1340.0|0|56.0|0|0.0|0
0|2020-05-25|1356.0|0|56.0|0|0.0|0
0|2020-05-26|1356.0|0|56.0|0|0.0|0
