|dates|SanJuan_NewMexico_UnitedStates.JHU_ConfirmedCases.data|SanJuan_NewMexico_UnitedStates.JHU_ConfirmedCases.missing|SanJuan_NewMexico_UnitedStates.JHU_ConfirmedDeaths.data|SanJuan_NewMexico_UnitedStates.JHU_ConfirmedDeaths.missing|SanJuan_NewMexico_UnitedStates.JHU_ConfirmedRecoveries.data|SanJuan_NewMexico_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|1344.0|0|86.0|0|0.0|0
0|2020-05-18|1376.0|0|87.0|0|0.0|0
0|2020-05-19|1408.0|0|92.0|0|0.0|0
0|2020-05-20|1457.0|0|96.0|0|0.0|0
0|2020-05-21|1451.0|0|99.0|0|0.0|0
0|2020-05-22|1490.0|0|103.0|0|0.0|0
0|2020-05-23|1490.0|0|103.0|0|0.0|0
