|dates|Ottawa_Oklahoma_UnitedStates.JHU_ConfirmedCases.data|Ottawa_Oklahoma_UnitedStates.JHU_ConfirmedCases.missing|Ottawa_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.data|Ottawa_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.missing|Ottawa_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.data|Ottawa_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|35.0|0|2.0|0|0.0|0
0|2020-05-18|35.0|0|2.0|0|0.0|0
0|2020-05-19|35.0|0|2.0|0|0.0|0
0|2020-05-20|35.0|0|2.0|0|0.0|0
0|2020-05-21|35.0|0|2.0|0|0.0|0
0|2020-05-22|35.0|0|2.0|0|0.0|0
0|2020-05-23|35.0|0|2.0|0|0.0|0
