|dates|Chambers_Alabama_UnitedStates.JHU_ConfirmedCases.data|Chambers_Alabama_UnitedStates.JHU_ConfirmedCases.missing|Chambers_Alabama_UnitedStates.JHU_ConfirmedDeaths.data|Chambers_Alabama_UnitedStates.JHU_ConfirmedDeaths.missing|Chambers_Alabama_UnitedStates.JHU_ConfirmedRecoveries.data|Chambers_Alabama_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|328.0|0|22.0|0|0.0|0
0|2020-05-18|329.0|0|22.0|0|0.0|0
0|2020-05-19|329.0|0|22.0|0|0.0|0
0|2020-05-20|331.0|0|23.0|0|0.0|0
0|2020-05-21|332.0|0|23.0|0|0.0|0
0|2020-05-22|330.0|0|23.0|0|0.0|0
0|2020-05-23|330.0|0|23.0|0|0.0|0
