|dates|Camden_Missouri_UnitedStates.JHU_ConfirmedCases.data|Camden_Missouri_UnitedStates.JHU_ConfirmedCases.missing|Camden_Missouri_UnitedStates.JHU_ConfirmedDeaths.data|Camden_Missouri_UnitedStates.JHU_ConfirmedDeaths.missing|Camden_Missouri_UnitedStates.JHU_ConfirmedRecoveries.data|Camden_Missouri_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|36.0|0|1.0|0|0.0|0
0|2020-05-18|36.0|0|1.0|0|0.0|0
0|2020-05-19|36.0|0|1.0|0|0.0|0
0|2020-05-20|36.0|0|1.0|0|0.0|0
0|2020-05-21|36.0|0|1.0|0|0.0|0
0|2020-05-22|36.0|0|1.0|0|0.0|0
0|2020-05-23|36.0|0|1.0|0|0.0|0
