|dates|Furnas_Nebraska_UnitedStates.JHU_ConfirmedCases.data|Furnas_Nebraska_UnitedStates.JHU_ConfirmedCases.missing|Furnas_Nebraska_UnitedStates.JHU_ConfirmedDeaths.data|Furnas_Nebraska_UnitedStates.JHU_ConfirmedDeaths.missing|Furnas_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.data|Furnas_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|4.0|0|0.0|0|0.0|0
0|2020-05-15|5.0|0|0.0|0|0.0|0
0|2020-05-16|5.0|0|0.0|0|0.0|0
