|dates|Carroll_Illinois_UnitedStates.JHU_ConfirmedCases.data|Carroll_Illinois_UnitedStates.JHU_ConfirmedCases.missing|Carroll_Illinois_UnitedStates.JHU_ConfirmedDeaths.data|Carroll_Illinois_UnitedStates.JHU_ConfirmedDeaths.missing|Carroll_Illinois_UnitedStates.JHU_ConfirmedRecoveries.data|Carroll_Illinois_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|12.0|0|2.0|0|0.0|0
0|2020-05-15|12.0|0|2.0|0|0.0|0
0|2020-05-16|12.0|0|2.0|0|0.0|0
