|dates|DeSoto_Louisiana_UnitedStates.JHU_ConfirmedCases.data|DeSoto_Louisiana_UnitedStates.JHU_ConfirmedCases.missing|DeSoto_Louisiana_UnitedStates.JHU_ConfirmedDeaths.data|DeSoto_Louisiana_UnitedStates.JHU_ConfirmedDeaths.missing|DeSoto_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.data|DeSoto_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|222.0|0|15.0|0|0.0|0
0|2020-05-18|224.0|0|16.0|0|0.0|0
0|2020-05-19|226.0|0|16.0|0|0.0|0
0|2020-05-20|228.0|0|16.0|0|0.0|0
0|2020-05-21|235.0|0|16.0|0|0.0|0
0|2020-05-22|236.0|0|16.0|0|0.0|0
0|2020-05-23|236.0|0|16.0|0|0.0|0
