|dates|Buncombe_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Buncombe_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Buncombe_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Buncombe_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Buncombe_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Buncombe_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|279.0|0|20.0|0|0.0|0
0|2020-05-28|279.0|0|20.0|0|0.0|0
0|2020-05-29|279.0|0|20.0|0|0.0|0
0|2020-05-30|279.0|0|20.0|0|0.0|0
