|dates|Clinton_Illinois_UnitedStates.JHU_ConfirmedCases.data|Clinton_Illinois_UnitedStates.JHU_ConfirmedCases.missing|Clinton_Illinois_UnitedStates.JHU_ConfirmedDeaths.data|Clinton_Illinois_UnitedStates.JHU_ConfirmedDeaths.missing|Clinton_Illinois_UnitedStates.JHU_ConfirmedRecoveries.data|Clinton_Illinois_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|178.0|0|17.0|0|0.0|0
0|2020-05-28|178.0|0|17.0|0|0.0|0
0|2020-05-29|178.0|0|17.0|0|0.0|0
0|2020-05-30|178.0|0|17.0|0|0.0|0
