|dates|Phillips_Arkansas_UnitedStates.JHU_ConfirmedCases.data|Phillips_Arkansas_UnitedStates.JHU_ConfirmedCases.missing|Phillips_Arkansas_UnitedStates.JHU_ConfirmedDeaths.data|Phillips_Arkansas_UnitedStates.JHU_ConfirmedDeaths.missing|Phillips_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.data|Phillips_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|12.0|0|1.0|0|0.0|0
0|2020-05-28|12.0|0|1.0|0|0.0|0
0|2020-05-29|12.0|0|1.0|0|0.0|0
0|2020-05-30|12.0|0|1.0|0|0.0|0
