|dates|Monroe_Wisconsin_UnitedStates.JHU_ConfirmedCases.data|Monroe_Wisconsin_UnitedStates.JHU_ConfirmedCases.missing|Monroe_Wisconsin_UnitedStates.JHU_ConfirmedDeaths.data|Monroe_Wisconsin_UnitedStates.JHU_ConfirmedDeaths.missing|Monroe_Wisconsin_UnitedStates.JHU_ConfirmedRecoveries.data|Monroe_Wisconsin_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|15.0|0|1.0|0|0.0|0
0|2020-05-15|15.0|0|1.0|0|0.0|0
0|2020-05-16|15.0|0|1.0|0|0.0|0
