|dates|Hopkins_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Hopkins_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Hopkins_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Hopkins_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Hopkins_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Hopkins_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|215.0|0|27.0|0|0.0|0
0|2020-05-18|214.0|0|27.0|0|0.0|0
0|2020-05-19|215.0|0|27.0|0|0.0|0
0|2020-05-20|215.0|0|27.0|0|0.0|0
0|2020-05-21|216.0|0|27.0|0|0.0|0
0|2020-05-22|218.0|0|28.0|0|0.0|0
0|2020-05-23|218.0|0|28.0|0|0.0|0
