|dates|Washington_Oregon_UnitedStates.JHU_ConfirmedCases.data|Washington_Oregon_UnitedStates.JHU_ConfirmedCases.missing|Washington_Oregon_UnitedStates.JHU_ConfirmedDeaths.data|Washington_Oregon_UnitedStates.JHU_ConfirmedDeaths.missing|Washington_Oregon_UnitedStates.JHU_ConfirmedRecoveries.data|Washington_Oregon_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|703.0|0|17.0|0|0.0|0
0|2020-05-28|703.0|0|17.0|0|0.0|0
0|2020-05-29|703.0|0|17.0|0|0.0|0
0|2020-05-30|703.0|0|17.0|0|0.0|0
