|dates|Maury_Tennessee_UnitedStates.JHU_ConfirmedCases.data|Maury_Tennessee_UnitedStates.JHU_ConfirmedCases.missing|Maury_Tennessee_UnitedStates.JHU_ConfirmedDeaths.data|Maury_Tennessee_UnitedStates.JHU_ConfirmedDeaths.missing|Maury_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.data|Maury_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|60.0|0|0.0|0|0.0|0
0|2020-05-15|60.0|0|0.0|0|0.0|0
0|2020-05-16|60.0|0|0.0|0|0.0|0
