|dates|Canyon_Idaho_UnitedStates.JHU_ConfirmedCases.data|Canyon_Idaho_UnitedStates.JHU_ConfirmedCases.missing|Canyon_Idaho_UnitedStates.JHU_ConfirmedDeaths.data|Canyon_Idaho_UnitedStates.JHU_ConfirmedDeaths.missing|Canyon_Idaho_UnitedStates.JHU_ConfirmedRecoveries.data|Canyon_Idaho_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|287.0|0|6.0|0|0.0|0
0|2020-05-28|287.0|0|6.0|0|0.0|0
0|2020-05-29|287.0|0|6.0|0|0.0|0
0|2020-05-30|287.0|0|6.0|0|0.0|0
