|dates|Worth_Georgia_UnitedStates.JHU_ConfirmedCases.data|Worth_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Worth_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Worth_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Worth_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Worth_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|196.0|0|17.0|0|0.0|0
0|2020-05-18|197.0|0|17.0|0|0.0|0
0|2020-05-19|201.0|0|18.0|0|0.0|0
0|2020-05-20|206.0|0|20.0|0|0.0|0
0|2020-05-21|207.0|0|20.0|0|0.0|0
0|2020-05-22|204.0|0|20.0|0|0.0|0
0|2020-05-23|204.0|0|20.0|0|0.0|0
