|dates|Caroline_Virginia_UnitedStates.JHU_ConfirmedCases.data|Caroline_Virginia_UnitedStates.JHU_ConfirmedCases.missing|Caroline_Virginia_UnitedStates.JHU_ConfirmedDeaths.data|Caroline_Virginia_UnitedStates.JHU_ConfirmedDeaths.missing|Caroline_Virginia_UnitedStates.JHU_ConfirmedRecoveries.data|Caroline_Virginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|55.0|0|2.0|0|0.0|0
0|2020-05-28|55.0|0|2.0|0|0.0|0
0|2020-05-29|55.0|0|2.0|0|0.0|0
0|2020-05-30|55.0|0|2.0|0|0.0|0
