|dates|Catawba_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Catawba_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Catawba_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Catawba_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Catawba_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Catawba_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|100.0|0|2.0|0|0.0|0
0|2020-05-18|111.0|0|2.0|0|0.0|0
0|2020-05-19|111.0|0|2.0|0|0.0|0
0|2020-05-20|121.0|0|3.0|0|0.0|0
0|2020-05-21|121.0|0|3.0|0|0.0|0
0|2020-05-22|143.0|0|3.0|0|0.0|0
0|2020-05-23|143.0|0|3.0|0|0.0|0
