|dates|Gloucester_Virginia_UnitedStates.JHU_ConfirmedCases.data|Gloucester_Virginia_UnitedStates.JHU_ConfirmedCases.missing|Gloucester_Virginia_UnitedStates.JHU_ConfirmedDeaths.data|Gloucester_Virginia_UnitedStates.JHU_ConfirmedDeaths.missing|Gloucester_Virginia_UnitedStates.JHU_ConfirmedRecoveries.data|Gloucester_Virginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|28.0|0|1.0|0|0.0|0
0|2020-05-18|28.0|0|1.0|0|0.0|0
0|2020-05-19|28.0|0|1.0|0|0.0|0
0|2020-05-20|29.0|0|1.0|0|0.0|0
0|2020-05-21|30.0|0|1.0|0|0.0|0
0|2020-05-22|30.0|0|1.0|0|0.0|0
0|2020-05-23|30.0|0|1.0|0|0.0|0
