|dates|Jones_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Jones_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Jones_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Jones_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Jones_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Jones_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|28.0|0|3.0|0|0.0|0
0|2020-05-25|28.0|0|3.0|0|0.0|0
0|2020-05-26|28.0|0|3.0|0|0.0|0
