|dates|Adams_Nebraska_UnitedStates.JHU_ConfirmedCases.data|Adams_Nebraska_UnitedStates.JHU_ConfirmedCases.missing|Adams_Nebraska_UnitedStates.JHU_ConfirmedDeaths.data|Adams_Nebraska_UnitedStates.JHU_ConfirmedDeaths.missing|Adams_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.data|Adams_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|252.0|0|3.0|0|0.0|0
0|2020-05-18|252.0|0|3.0|0|0.0|0
0|2020-05-19|255.0|0|3.0|0|0.0|0
0|2020-05-20|256.0|0|11.0|0|0.0|0
0|2020-05-21|258.0|0|11.0|0|0.0|0
0|2020-05-22|258.0|0|11.0|0|0.0|0
0|2020-05-23|258.0|0|11.0|0|0.0|0
