|dates|Pike_Pennsylvania_UnitedStates.JHU_ConfirmedCases.data|Pike_Pennsylvania_UnitedStates.JHU_ConfirmedCases.missing|Pike_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.data|Pike_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.missing|Pike_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.data|Pike_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|477.0|0|18.0|0|0.0|0
0|2020-05-25|477.0|0|18.0|0|0.0|0
0|2020-05-26|477.0|0|18.0|0|0.0|0
