|dates|Pope_Arkansas_UnitedStates.JHU_ConfirmedCases.data|Pope_Arkansas_UnitedStates.JHU_ConfirmedCases.missing|Pope_Arkansas_UnitedStates.JHU_ConfirmedDeaths.data|Pope_Arkansas_UnitedStates.JHU_ConfirmedDeaths.missing|Pope_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.data|Pope_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|125.0|0|1.0|0|0.0|0
0|2020-05-28|125.0|0|1.0|0|0.0|0
0|2020-05-29|125.0|0|1.0|0|0.0|0
0|2020-05-30|125.0|0|1.0|0|0.0|0
