|dates|Marquette_Wisconsin_UnitedStates.JHU_ConfirmedCases.data|Marquette_Wisconsin_UnitedStates.JHU_ConfirmedCases.missing|Marquette_Wisconsin_UnitedStates.JHU_ConfirmedDeaths.data|Marquette_Wisconsin_UnitedStates.JHU_ConfirmedDeaths.missing|Marquette_Wisconsin_UnitedStates.JHU_ConfirmedRecoveries.data|Marquette_Wisconsin_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|3.0|0|1.0|0|0.0|0
0|2020-05-28|3.0|0|1.0|0|0.0|0
0|2020-05-29|3.0|0|1.0|0|0.0|0
0|2020-05-30|3.0|0|1.0|0|0.0|0
