|dates|Barnstable_Massachusetts_UnitedStates.JHU_ConfirmedCases.data|Barnstable_Massachusetts_UnitedStates.JHU_ConfirmedCases.missing|Barnstable_Massachusetts_UnitedStates.JHU_ConfirmedDeaths.data|Barnstable_Massachusetts_UnitedStates.JHU_ConfirmedDeaths.missing|Barnstable_Massachusetts_UnitedStates.JHU_ConfirmedRecoveries.data|Barnstable_Massachusetts_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|1286.0|0|111.0|0|0.0|0
0|2020-05-28|1286.0|0|111.0|0|0.0|0
0|2020-05-29|1286.0|0|111.0|0|0.0|0
0|2020-05-30|1286.0|0|111.0|0|0.0|0
