|dates|Metcalfe_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Metcalfe_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Metcalfe_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Metcalfe_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Metcalfe_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Metcalfe_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|4.0|0|0.0|0|0.0|0
0|2020-05-25|4.0|0|0.0|0|0.0|0
0|2020-05-26|4.0|0|0.0|0|0.0|0
