|dates|Fannin_Texas_UnitedStates.JHU_ConfirmedCases.data|Fannin_Texas_UnitedStates.JHU_ConfirmedCases.missing|Fannin_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Fannin_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Fannin_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Fannin_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|37.0|0|2.0|0|0.0|0
0|2020-05-28|37.0|0|2.0|0|0.0|0
0|2020-05-29|37.0|0|2.0|0|0.0|0
0|2020-05-30|37.0|0|2.0|0|0.0|0
