|dates|Harnett_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Harnett_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Harnett_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Harnett_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Harnett_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Harnett_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|278.0|0|21.0|0|0.0|0
0|2020-05-28|278.0|0|21.0|0|0.0|0
0|2020-05-29|278.0|0|21.0|0|0.0|0
0|2020-05-30|278.0|0|21.0|0|0.0|0
