|dates|Ector_Texas_UnitedStates.JHU_ConfirmedCases.data|Ector_Texas_UnitedStates.JHU_ConfirmedCases.missing|Ector_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Ector_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Ector_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Ector_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|114.0|0|4.0|0|0.0|0
0|2020-05-18|114.0|0|4.0|0|0.0|0
0|2020-05-19|115.0|0|4.0|0|0.0|0
0|2020-05-20|124.0|0|4.0|0|0.0|0
0|2020-05-21|130.0|0|4.0|0|0.0|0
0|2020-05-22|130.0|0|4.0|0|0.0|0
0|2020-05-23|130.0|0|4.0|0|0.0|0
