|dates|Coffey_Kansas_UnitedStates.JHU_ConfirmedCases.data|Coffey_Kansas_UnitedStates.JHU_ConfirmedCases.missing|Coffey_Kansas_UnitedStates.JHU_ConfirmedDeaths.data|Coffey_Kansas_UnitedStates.JHU_ConfirmedDeaths.missing|Coffey_Kansas_UnitedStates.JHU_ConfirmedRecoveries.data|Coffey_Kansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|50.0|0|8.0|0|0.0|0
0|2020-05-18|50.0|0|8.0|0|0.0|0
0|2020-05-19|50.0|0|8.0|0|0.0|0
0|2020-05-20|50.0|0|8.0|0|0.0|0
0|2020-05-21|50.0|0|8.0|0|0.0|0
0|2020-05-22|50.0|0|8.0|0|0.0|0
0|2020-05-23|50.0|0|8.0|0|0.0|0
