|dates|St.JohntheBaptist_Louisiana_UnitedStates.JHU_ConfirmedCases.data|St.JohntheBaptist_Louisiana_UnitedStates.JHU_ConfirmedCases.missing|St.JohntheBaptist_Louisiana_UnitedStates.JHU_ConfirmedDeaths.data|St.JohntheBaptist_Louisiana_UnitedStates.JHU_ConfirmedDeaths.missing|St.JohntheBaptist_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.data|St.JohntheBaptist_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|829.0|0|77.0|0|0.0|0
0|2020-05-18|830.0|0|77.0|0|0.0|0
0|2020-05-19|831.0|0|77.0|0|0.0|0
0|2020-05-20|832.0|0|77.0|0|0.0|0
0|2020-05-21|838.0|0|77.0|0|0.0|0
0|2020-05-22|838.0|0|77.0|0|0.0|0
0|2020-05-23|838.0|0|77.0|0|0.0|0
