|dates|Freeborn_Minnesota_UnitedStates.JHU_ConfirmedCases.data|Freeborn_Minnesota_UnitedStates.JHU_ConfirmedCases.missing|Freeborn_Minnesota_UnitedStates.JHU_ConfirmedDeaths.data|Freeborn_Minnesota_UnitedStates.JHU_ConfirmedDeaths.missing|Freeborn_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.data|Freeborn_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|97.0|0|0.0|0|0.0|0
0|2020-05-28|97.0|0|0.0|0|0.0|0
0|2020-05-29|97.0|0|0.0|0|0.0|0
0|2020-05-30|97.0|0|0.0|0|0.0|0
