|dates|Sullivan_Missouri_UnitedStates.JHU_ConfirmedCases.data|Sullivan_Missouri_UnitedStates.JHU_ConfirmedCases.missing|Sullivan_Missouri_UnitedStates.JHU_ConfirmedDeaths.data|Sullivan_Missouri_UnitedStates.JHU_ConfirmedDeaths.missing|Sullivan_Missouri_UnitedStates.JHU_ConfirmedRecoveries.data|Sullivan_Missouri_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|53.0|0|0.0|0|0.0|0
0|2020-05-28|53.0|0|0.0|0|0.0|0
0|2020-05-29|53.0|0|0.0|0|0.0|0
0|2020-05-30|53.0|0|0.0|0|0.0|0
